user_id,signup_date,age_group,country,gender,acquisition_channel
579,2026-01-03,25-34,UK,Male,Referral
580,2026-04-21,25-34,USA,Male,Referral
581,2025-11-03,25-34,India,Female,Organic Search
582,2026-06-04,45+,USA,Male,Referral
583,2026-05-28,45+,India,Male,Organic Search
584,2025-08-28,25-34,India,Female,Social Media
585,2026-06-15,25-34,India,Female,Social Media
586,2025-10-25,25-34,India,Male,Organic Search
587,2026-01-14,25-34,Australia,Male,Paid Ads
588,2026-03-08,18-24,India,Male,Organic Search
589,2025-12-13,25-34,India,Male,Social Media
590,2025-08-07,18-24,India,Female,Organic Search
591,2026-06-04,35-44,USA,Female,Organic Search
592,2025-10-02,45+,India,Male,Organic Search
593,2025-10-13,25-34,Australia,Male,Social Media
594,2026-05-16,18-24,USA,Male,Organic Search
595,2025-11-29,25-34,India,Female,Organic Search
596,2026-06-15,25-34,India,Female,Referral
597,2026-04-10,18-24,India,Female,Organic Search
598,2025-11-06,18-24,India,Male,Referral
599,2025-07-31,25-34,USA,Female,Social Media
600,2026-07-09,25-34,India,Female,Social Media
601,2025-08-28,35-44,UK,Male,Social Media
602,2026-04-17,18-24,India,Male,Organic Search
603,2026-01-22,18-24,USA,Female,Social Media
604,2026-05-01,18-24,India,Male,Social Media
605,2026-04-06,25-34,USA,Prefer not to say,Social Media
606,2026-03-21,25-34,India,Male,Social Media
607,2026-01-23,18-24,India,Male,Organic Search
608,2026-05-14,35-44,Australia,Female,Social Media
609,2025-08-31,25-34,India,Female,Social Media
610,2025-10-17,18-24,India,Female,Organic Search
611,2026-04-07,18-24,India,Male,Social Media
612,2025-11-17,25-34,UK,Female,Organic Search
613,2026-02-25,18-24,UK,Female,Organic Search
614,2026-01-17,35-44,India,Female,Social Media
615,2026-02-07,45+,India,Female,Referral
616,2025-12-30,18-24,Australia,Male,Organic Search
617,2026-04-27,35-44,India,Prefer not to say,Referral
618,2025-11-26,18-24,Canada,Female,Organic Search
619,2026-04-11,25-34,USA,Male,Organic Search
620,2025-11-04,18-24,India,Male,Organic Search
621,2025-10-28,18-24,India,Male,Referral
622,2025-09-10,18-24,India,Female,Paid Ads
623,2025-10-06,25-34,India,Non-binary,Referral
624,2025-09-09,35-44,Australia,Female,Organic Search
625,2026-02-09,35-44,India,Female,Referral
626,2026-05-02,35-44,USA,Female,Social Media
627,2025-10-03,18-24,India,Male,Social Media
628,2025-10-15,35-44,India,Female,Organic Search
629,2026-01-21,45+,India,Female,Organic Search
630,2026-04-19,18-24,UK,Female,Referral
631,2026-07-20,25-34,USA,Male,Organic Search
632,2026-02-05,25-34,India,Male,Organic Search
633,2025-11-08,18-24,Canada,Male,Social Media
634,2025-09-02,25-34,India,Male,Social Media
635,2025-10-07,18-24,India,Female,Social Media
636,2025-10-19,18-24,Canada,Male,Organic Search
637,2025-10-01,45+,India,Female,Organic Search
638,2025-08-02,25-34,India,Female,Organic Search
639,2026-02-08,25-34,India,Male,Paid Ads
640,2025-11-05,18-24,India,Male,Social Media
641,2026-07-19,18-24,USA,Female,Organic Search
642,2026-02-15,25-34,India,Male,Social Media
643,2026-04-09,18-24,USA,Female,Paid Ads
644,2025-09-12,25-34,India,Male,Organic Search
645,2026-06-10,25-34,India,Male,Referral
646,2026-01-23,18-24,UK,Female,Organic Search
647,2026-06-12,45+,India,Female,Organic Search
648,2026-02-23,25-34,India,Female,Social Media
649,2026-01-15,18-24,India,Female,Referral
650,2026-01-05,18-24,India,Female,Social Media
651,2025-10-03,25-34,Australia,Male,Organic Search
652,2025-08-15,18-24,India,Female,Social Media
653,2026-07-07,25-34,UK,Female,Referral
654,2026-01-18,25-34,India,Female,Social Media
655,2026-05-24,25-34,India,Male,Referral
656,2025-12-21,45+,India,Male,Social Media
657,2025-08-24,25-34,India,Non-binary,Paid Ads
658,2026-03-15,45+,India,Female,Social Media
659,2025-08-16,25-34,USA,Female,Paid Ads
660,2025-09-20,35-44,India,Male,Organic Search
661,2026-02-18,18-24,India,Female,Social Media
662,2025-11-16,25-34,India,Male,Referral
663,2026-07-26,18-24,India,Female,Organic Search
664,2025-09-09,18-24,India,Male,Referral
665,2026-05-03,25-34,India,Female,Referral
666,2026-03-06,25-34,India,Female,Referral
667,2026-05-13,35-44,India,Male,Social Media
668,2025-10-18,25-34,USA,Male,Referral
669,2026-02-04,25-34,India,Female,Referral
670,2026-01-08,18-24,Australia,Female,Referral
671,2026-01-06,25-34,India,Male,Referral
672,2026-06-07,18-24,Canada,Female,Organic Search
673,2026-07-25,35-44,India,Male,Referral
674,2025-11-16,25-34,India,Male,Organic Search
675,2026-03-12,25-34,USA,Male,Organic Search
676,2026-03-08,18-24,USA,Female,Organic Search
677,2026-04-24,25-34,India,Female,Organic Search
678,2026-07-09,25-34,India,Male,Paid Ads
679,2025-10-12,35-44,USA,Female,Referral
680,2025-10-13,25-34,India,Male,Referral
681,2026-03-26,18-24,India,Male,Social Media
682,2025-09-23,35-44,India,Female,Paid Ads
683,2025-09-29,45+,India,Male,Organic Search
684,2025-08-24,35-44,India,Female,Organic Search
685,2025-07-28,18-24,USA,Male,Social Media
686,2026-01-08,25-34,USA,Female,Referral
687,2026-03-02,18-24,Australia,Female,Organic Search
688,2025-11-11,18-24,India,Male,Organic Search
689,2025-10-20,35-44,Canada,Female,Organic Search
690,2026-04-12,25-34,Canada,Female,Organic Search
691,2026-04-11,25-34,India,Female,Organic Search
692,2026-01-10,45+,UK,Male,Paid Ads
693,2026-04-05,35-44,India,Female,Organic Search
694,2026-07-01,45+,India,Male,Organic Search
695,2026-05-12,35-44,India,Female,Social Media
696,2026-03-13,45+,India,Male,Organic Search
697,2026-03-26,35-44,UK,Female,Organic Search
698,2026-07-04,18-24,India,Male,Referral
699,2025-12-30,25-34,India,Male,Social Media
700,2026-02-12,25-34,India,Non-binary,Organic Search
701,2026-03-22,18-24,India,Male,Organic Search
702,2026-06-25,25-34,Canada,Female,Organic Search
703,2026-05-26,35-44,India,Male,Organic Search
704,2025-08-23,25-34,India,Female,Organic Search
705,2025-09-26,45+,India,Male,Social Media
706,2025-11-17,25-34,India,Male,Referral
707,2026-04-28,18-24,India,Female,Paid Ads
708,2026-02-21,18-24,Canada,Male,Social Media
709,2025-11-10,25-34,USA,Male,Referral
710,2025-09-11,18-24,India,Female,Social Media
711,2026-04-06,18-24,Australia,Female,Organic Search
712,2026-04-10,18-24,India,Male,Social Media
713,2026-07-08,35-44,India,Male,Social Media
714,2026-01-27,18-24,India,Male,Organic Search
715,2026-01-24,35-44,India,Female,Organic Search
716,2025-08-26,18-24,India,Female,Organic Search
717,2025-08-11,18-24,India,Male,Referral
718,2026-01-02,25-34,USA,Female,Referral
719,2025-11-22,45+,UK,Male,Social Media
720,2025-10-27,25-34,Australia,Female,Organic Search
721,2025-08-30,18-24,India,Male,Referral
722,2026-07-15,35-44,India,Prefer not to say,Social Media
723,2026-05-29,35-44,Australia,Non-binary,Organic Search
724,2026-02-23,25-34,India,Female,Paid Ads
725,2026-07-10,18-24,Australia,Male,Referral
726,2026-07-28,35-44,India,Female,Referral
727,2026-03-31,18-24,USA,Female,Social Media
728,2025-11-03,35-44,India,Female,Paid Ads
729,2025-08-11,25-34,USA,Male,Paid Ads
730,2026-04-30,35-44,India,Male,Social Media
731,2026-01-16,18-24,India,Male,Social Media
732,2026-03-23,18-24,Australia,Male,Organic Search
733,2026-06-28,25-34,Australia,Female,Organic Search
734,2025-10-02,18-24,USA,Female,Referral
735,2026-02-27,35-44,Canada,Non-binary,Organic Search
736,2026-03-17,45+,India,Male,Organic Search
737,2026-01-23,18-24,India,Female,Referral
738,2025-08-30,45+,USA,Male,Paid Ads
739,2025-12-02,25-34,Australia,Female,Organic Search
740,2025-11-26,25-34,India,Male,Social Media
741,2026-03-30,18-24,UK,Female,Paid Ads
742,2026-06-06,25-34,Australia,Non-binary,Organic Search
743,2025-11-25,25-34,Australia,Non-binary,Organic Search
744,2026-04-07,25-34,Australia,Male,Referral
745,2025-11-10,18-24,Australia,Male,Referral
746,2026-07-08,18-24,UK,Female,Referral
747,2026-05-21,25-34,India,Male,Organic Search
748,2026-02-14,18-24,India,Male,Organic Search
749,2026-01-10,25-34,Australia,Female,Social Media
750,2025-11-20,25-34,India,Male,Social Media
751,2025-11-23,35-44,USA,Female,Organic Search
752,2026-07-18,18-24,Canada,Male,Organic Search
753,2025-12-22,45+,India,Male,Organic Search
754,2026-02-01,25-34,India,Female,Organic Search
755,2026-07-24,25-34,USA,Female,Organic Search
756,2026-03-25,45+,India,Female,Organic Search
757,2026-02-11,18-24,India,Male,Social Media
758,2025-12-26,25-34,UK,Male,Organic Search
759,2025-10-04,18-24,India,Female,Referral
760,2025-12-07,18-24,India,Male,Organic Search
761,2026-04-30,25-34,USA,Male,Organic Search
762,2026-03-13,18-24,India,Male,Referral
763,2026-05-02,18-24,India,Female,Social Media
764,2025-10-10,18-24,India,Male,Referral
765,2026-02-14,25-34,India,Male,Social Media
766,2026-07-02,18-24,India,Male,Referral
767,2026-01-04,25-34,India,Male,Social Media
768,2026-04-09,45+,USA,Female,Referral
769,2025-09-10,35-44,India,Female,Referral
770,2026-07-19,25-34,Canada,Male,Organic Search
771,2026-03-07,35-44,UK,Female,Paid Ads
772,2025-10-23,35-44,USA,Female,Organic Search
773,2025-09-23,35-44,India,Prefer not to say,Paid Ads
774,2026-02-14,35-44,India,Male,Paid Ads
775,2026-02-15,25-34,Australia,Female,Referral
776,2025-08-31,18-24,Australia,Female,Organic Search
777,2026-07-26,25-34,India,Male,Organic Search
778,2026-06-27,25-34,Canada,Female,Social Media
779,2026-01-12,25-34,India,Male,Organic Search
780,2025-09-08,25-34,UK,Female,Paid Ads
781,2026-05-28,25-34,India,Male,Social Media
782,2026-01-26,18-24,India,Male,Social Media
783,2026-04-16,25-34,India,Male,Organic Search
784,2026-01-30,25-34,USA,Male,Referral
785,2025-11-05,18-24,India,Female,Paid Ads
786,2026-05-29,35-44,India,Female,Organic Search
787,2026-07-21,18-24,India,Female,Organic Search
788,2025-10-25,35-44,India,Non-binary,Social Media
789,2026-02-14,35-44,India,Male,Social Media
790,2025-12-15,18-24,India,Female,Referral
791,2026-06-30,35-44,Canada,Female,Social Media
792,2026-01-30,18-24,India,Female,Organic Search
793,2026-06-14,35-44,Canada,Male,Organic Search
794,2026-06-09,35-44,Canada,Male,Social Media
795,2025-11-06,35-44,UK,Male,Referral
796,2026-05-13,25-34,USA,Male,Organic Search
797,2025-12-26,25-34,USA,Male,Referral
798,2026-07-04,25-34,India,Male,Referral
799,2026-01-29,25-34,USA,Male,Organic Search
800,2026-05-24,18-24,USA,Non-binary,Referral
801,2025-11-08,25-34,USA,Male,Social Media
802,2025-11-14,18-24,UK,Female,Organic Search
803,2026-02-27,35-44,USA,Female,Organic Search
804,2026-07-28,18-24,Canada,Male,Paid Ads
805,2026-01-23,25-34,India,Male,Organic Search
806,2025-09-20,18-24,India,Female,Referral
807,2026-02-10,25-34,India,Female,Social Media
808,2025-12-01,35-44,India,Female,Social Media
809,2026-02-15,18-24,India,Male,Paid Ads
810,2026-02-11,25-34,Canada,Male,Referral
811,2026-01-10,35-44,India,Male,Referral
812,2025-11-22,35-44,Canada,Female,Social Media
813,2025-10-05,25-34,USA,Female,Social Media
814,2026-04-09,45+,India,Male,Organic Search
815,2026-02-22,18-24,UK,Female,Organic Search
816,2025-10-21,25-34,India,Female,Referral
817,2026-05-07,35-44,USA,Female,Referral
818,2025-08-12,35-44,Canada,Male,Organic Search
819,2026-04-26,18-24,India,Female,Referral
820,2026-04-12,18-24,USA,Male,Organic Search
821,2026-05-20,25-34,UK,Male,Referral
822,2025-12-16,18-24,India,Male,Referral
823,2026-03-27,25-34,Canada,Female,Paid Ads
824,2026-05-24,18-24,Canada,Female,Referral
825,2026-07-21,25-34,India,Male,Referral
826,2026-01-25,18-24,India,Male,Social Media
827,2025-08-10,35-44,India,Male,Referral
828,2026-01-27,35-44,India,Female,Organic Search
829,2026-03-01,25-34,India,Male,Referral
830,2026-06-11,18-24,UK,Female,Referral
831,2026-06-12,18-24,USA,Female,Social Media
832,2026-01-05,45+,India,Male,Organic Search
833,2026-02-05,25-34,India,Male,Referral
834,2026-01-11,18-24,USA,Female,Organic Search
835,2026-04-18,25-34,India,Male,Organic Search
836,2025-12-25,25-34,India,Female,Organic Search
837,2026-03-24,18-24,UK,Female,Organic Search
838,2025-09-22,35-44,Australia,Male,Paid Ads
839,2026-01-15,25-34,India,Female,Paid Ads
840,2026-07-17,25-34,India,Female,Organic Search
841,2025-11-28,25-34,USA,Male,Organic Search
842,2026-04-07,25-34,India,Female,Organic Search
843,2026-03-22,25-34,India,Prefer not to say,Social Media
844,2026-06-04,25-34,India,Female,Social Media
845,2026-06-04,25-34,India,Male,Organic Search
846,2026-06-07,25-34,USA,Male,Social Media
847,2025-12-14,25-34,India,Female,Organic Search
848,2025-11-20,35-44,India,Female,Organic Search
849,2026-04-17,18-24,India,Male,Organic Search
850,2026-05-01,18-24,India,Male,Referral
851,2026-06-12,18-24,India,Female,Organic Search
852,2025-08-10,45+,India,Male,Social Media
853,2025-08-22,35-44,Canada,Female,Organic Search
854,2026-03-16,18-24,India,Female,Organic Search
855,2026-06-30,18-24,India,Prefer not to say,Organic Search
856,2026-07-28,25-34,India,Male,Organic Search
857,2026-04-27,18-24,Canada,Male,Referral
858,2026-01-02,18-24,UK,Male,Referral
859,2025-09-02,25-34,India,Male,Social Media
860,2026-03-16,25-34,Canada,Male,Referral
861,2026-06-12,18-24,India,Non-binary,Organic Search
862,2026-01-06,25-34,Canada,Female,Social Media
863,2026-04-08,35-44,India,Female,Organic Search
864,2026-06-23,45+,India,Male,Social Media
865,2025-08-13,35-44,USA,Male,Organic Search
866,2026-05-15,25-34,India,Female,Referral
867,2025-11-12,45+,India,Female,Organic Search
868,2025-12-12,25-34,India,Male,Organic Search
869,2025-09-19,25-34,USA,Female,Social Media
870,2026-02-07,25-34,Australia,Female,Organic Search
871,2026-02-20,25-34,UK,Male,Social Media
872,2026-05-14,18-24,India,Female,Organic Search
873,2025-09-28,35-44,USA,Prefer not to say,Organic Search
874,2025-08-25,25-34,India,Female,Referral
875,2026-06-11,35-44,India,Female,Organic Search
876,2026-03-11,45+,India,Male,Social Media
877,2025-10-24,25-34,India,Male,Referral
878,2026-06-27,25-34,Canada,Male,Organic Search
879,2025-09-18,25-34,USA,Male,Social Media
880,2026-01-12,25-34,India,Male,Social Media
881,2025-10-28,25-34,India,Female,Organic Search
882,2025-10-29,25-34,Australia,Male,Organic Search
883,2025-07-31,18-24,India,Female,Social Media
884,2026-05-18,25-34,USA,Female,Organic Search
885,2026-06-22,35-44,India,Male,Referral
886,2026-04-02,45+,India,Female,Referral
887,2025-09-23,18-24,India,Male,Referral
888,2026-01-05,25-34,India,Female,Organic Search
889,2025-12-01,45+,India,Male,Referral
890,2026-02-28,25-34,India,Male,Paid Ads
891,2026-03-18,35-44,USA,Female,Social Media
892,2025-12-30,25-34,Australia,Male,Social Media
893,2025-10-27,25-34,India,Female,Referral
894,2026-06-02,25-34,India,Female,Organic Search
895,2025-10-08,25-34,UK,Male,Organic Search
896,2025-12-15,25-34,Canada,Female,Organic Search
897,2026-01-20,45+,Australia,Female,Organic Search
898,2025-10-22,45+,Australia,Male,Organic Search
899,2026-02-22,25-34,UK,Female,Organic Search
900,2026-02-23,25-34,Canada,Female,Paid Ads
901,2026-07-26,25-34,India,Female,Organic Search
902,2025-11-13,18-24,USA,Prefer not to say,Social Media
903,2026-07-20,45+,India,Female,Organic Search
904,2026-03-25,18-24,India,Female,Social Media
905,2025-11-05,25-34,India,Female,Referral
906,2026-02-20,18-24,Canada,Female,Social Media
907,2026-04-05,18-24,India,Female,Organic Search
908,2026-04-26,35-44,India,Male,Organic Search
909,2025-08-14,35-44,USA,Male,Referral
910,2026-03-06,18-24,Canada,Male,Referral
911,2026-01-25,25-34,Canada,Female,Social Media
912,2026-06-23,18-24,UK,Female,Organic Search
913,2025-11-09,25-34,Australia,Male,Paid Ads
914,2026-05-16,45+,India,Female,Organic Search
915,2026-03-07,18-24,USA,Female,Referral
916,2025-12-03,35-44,Australia,Female,Social Media
917,2026-03-18,35-44,India,Female,Referral
918,2026-03-12,45+,India,Male,Social Media
919,2026-04-02,18-24,India,Female,Organic Search
920,2026-04-17,25-34,USA,Male,Social Media
921,2026-03-26,18-24,India,Female,Organic Search
922,2026-05-30,18-24,India,Male,Paid Ads
923,2026-03-14,25-34,USA,Female,Social Media
924,2026-06-23,25-34,UK,Male,Organic Search
925,2026-03-21,18-24,India,Female,Social Media
926,2025-11-18,25-34,India,Male,Organic Search
927,2026-01-05,18-24,India,Male,Referral
928,2026-02-25,25-34,Australia,Female,Paid Ads
929,2026-04-22,18-24,USA,Male,Paid Ads
930,2025-08-29,25-34,USA,Female,Social Media
931,2025-11-13,18-24,Australia,Female,Organic Search
932,2026-04-27,25-34,India,Female,Referral
933,2025-09-30,25-34,Canada,Male,Organic Search
934,2025-09-14,35-44,India,Female,Paid Ads
935,2026-02-10,18-24,Australia,Female,Organic Search
936,2026-07-18,18-24,USA,Female,Referral
937,2026-02-07,25-34,India,Female,Referral
938,2026-06-27,45+,UK,Female,Paid Ads
939,2026-05-27,25-34,India,Male,Organic Search
940,2025-10-30,18-24,India,Female,Social Media
941,2026-05-25,25-34,India,Male,Organic Search
942,2026-01-20,25-34,India,Male,Social Media
943,2026-05-19,25-34,USA,Female,Referral
944,2026-04-27,25-34,UK,Male,Paid Ads
945,2025-11-28,18-24,UK,Male,Organic Search
946,2025-09-08,35-44,India,Male,Social Media
947,2026-07-15,25-34,India,Male,Organic Search
948,2025-09-17,35-44,India,Non-binary,Organic Search
949,2026-07-16,25-34,Australia,Female,Referral
950,2026-06-07,25-34,Australia,Female,Social Media
951,2026-04-19,18-24,India,Female,Social Media
952,2026-07-21,45+,India,Female,Paid Ads
953,2026-07-17,18-24,India,Female,Social Media
954,2026-05-18,18-24,India,Female,Organic Search
955,2025-12-08,18-24,UK,Female,Referral
956,2026-05-13,45+,Australia,Male,Social Media
957,2025-08-02,18-24,India,Male,Referral
958,2026-02-09,25-34,India,Male,Social Media
959,2026-01-10,18-24,USA,Female,Organic Search
960,2026-03-31,25-34,USA,Male,Social Media
961,2026-03-31,25-34,India,Male,Social Media
962,2026-02-26,18-24,India,Male,Referral
963,2026-05-25,25-34,Canada,Male,Referral
964,2026-07-07,35-44,India,Male,Organic Search
965,2025-09-05,25-34,India,Female,Referral
966,2025-10-21,35-44,India,Female,Organic Search
967,2025-08-06,35-44,India,Male,Organic Search
968,2026-06-16,25-34,India,Female,Social Media
969,2026-02-18,25-34,Australia,Female,Social Media
970,2026-06-27,45+,India,Female,Organic Search
971,2025-10-17,18-24,UK,Female,Organic Search
972,2025-08-20,25-34,India,Male,Social Media
973,2026-05-25,25-34,Canada,Female,Social Media
974,2026-06-25,18-24,India,Male,Organic Search
975,2025-11-15,45+,USA,Non-binary,Referral
976,2025-12-24,25-34,India,Male,Social Media
977,2025-09-17,18-24,India,Male,Organic Search
978,2026-07-09,35-44,India,Male,Social Media
979,2025-11-16,18-24,Australia,Male,Referral
980,2026-01-24,25-34,Canada,Female,Organic Search
981,2025-09-01,25-34,India,Female,Organic Search
982,2026-06-17,25-34,Canada,Female,Organic Search
983,2025-09-15,35-44,India,Male,Referral
984,2026-01-10,25-34,India,Female,Social Media
985,2026-03-30,18-24,India,Male,Social Media
986,2026-04-25,18-24,India,Male,Referral
987,2026-07-09,18-24,India,Female,Referral
